Year,Era,NOC,Country_Name,Is_Host,Athlete_Count,Sports_Participated_Count,Events_Participated_Count,Global_Total_Events,Gold,Total_Medals,Gold_Share,Medal_Share,Lagged_Total_Medals,score,pi,lambda1,prob_break_zero
2008,Maturity,CAY,Cayman Islands,0,4,2,6,673.0,0.0,0.0,0.0,0.0,0.0,2.2236,0.9023488708878078,5.333992395002528,0.09717998495939524
2012,Maturity,CAY,Cayman Islands,0,4,2,5,670.0,0.0,0.0,0.0,0.0,0.0,2.2236,0.9023488708878078,5.333992395002528,0.09717998495939524
2016,Maturity,CAY,Cayman Islands,0,5,3,5,682.0,0.0,0.0,0.0,0.0,0.0,2.2577,0.9053126549625738,5.333992395002528,0.09423050045852735
2020,Maturity,CAY,Cayman Islands,0,5,3,9,761.0,0.0,0.0,0.0,0.0,0.0,2.2577,0.9053126549625738,5.333992395002528,0.09423050045852735
2024,Maturity,CAY,Cayman Islands,0,4,3,5,738.0,0.0,0.0,0.0,0.0,0.0,2.6643,0.9348869120799613,5.333992395002528,0.06479893230378528
1968,Formation,CAF,Central African Republic,0,1,1,1,386.0,0.0,0.0,0.0,0.0,0.0,3.0027,0.9526959548619061,5.333992395002528,0.04707581404160707
1984,Formation,CAF,Central African Republic,0,3,2,3,492.0,0.0,0.0,0.0,0.0,0.0,2.6302,0.9327800907762442,5.333992395002528,0.06689558868112354
1988,Formation,CAF,Central African Republic,0,15,3,4,528.0,0.0,0.0,0.0,0.0,0.0,-1.8083000000000005,0.1408437116538336,5.333992395002528,0.8550110576122957
1992,Maturity,CAF,Central African Republic,0,15,3,16,573.0,0.0,0.0,0.0,0.0,0.0,-1.8083000000000005,0.1408437116538336,5.333992395002528,0.8550110576122957
1996,Maturity,CAF,Central African Republic,0,5,1,5,604.0,0.0,0.0,0.0,0.0,0.0,1.3763,0.7983961066045667,5.333992395002528,0.2006312011550268
2000,Maturity,CAF,Central African Republic,0,3,2,3,667.0,0.0,0.0,0.0,0.0,0.0,2.6302,0.9327800907762442,5.333992395002528,0.06689558868112354
2004,Maturity,CAF,Central African Republic,0,4,3,4,669.0,0.0,0.0,0.0,0.0,0.0,2.6643,0.9348869120799613,5.333992395002528,0.06479893230378528
2008,Maturity,CAF,Central African Republic,0,3,2,3,673.0,0.0,0.0,0.0,0.0,0.0,2.6302,0.9327800907762442,5.333992395002528,0.06689558868112354
2012,Maturity,CAF,Central African Republic,0,6,4,6,670.0,0.0,0.0,0.0,0.0,0.0,2.2918,0.90819563775754,5.333992395002528,0.09136142738993933
2016,Maturity,CAF,Central African Republic,0,6,4,6,682.0,0.0,0.0,0.0,0.0,0.0,2.2918,0.90819563775754,5.333992395002528,0.09136142738993933
2020,Maturity,CAF,Central African Republic,0,2,2,2,761.0,0.0,0.0,0.0,0.0,0.0,3.0367999999999995,0.9542092114897665,5.333992395002528,0.04556985852760353
2024,Maturity,CAF,Central African Republic,0,4,3,4,738.0,0.0,0.0,0.0,0.0,0.0,2.6643,0.9348869120799613,5.333992395002528,0.06479893230378528
1964,Formation,CHA,Chad,0,2,1,2,370.0,0.0,0.0,0.0,0.0,0.0,2.5961,0.9306101601331909,5.333992395002528,0.06905504990980614
1968,Formation,CHA,Chad,0,3,1,3,386.0,0.0,0.0,0.0,0.0,0.0,2.1895,0.899302636772851,5.333992395002528,0.10021152169804554
1972,Formation,CHA,Chad,0,4,2,4,439.0,0.0,0.0,0.0,0.0,0.0,2.2236,0.9023488708878078,5.333992395002528,0.09717998495939524
1984,Formation,CHA,Chad,0,3,1,3,492.0,0.0,0.0,0.0,0.0,0.0,2.1895,0.899302636772851,5.333992395002528,0.10021152169804554
1988,Formation,CHA,Chad,0,6,1,6,528.0,0.0,0.0,0.0,0.0,0.0,0.9696999999999999,0.7250596973880862,5.333992395002528,0.27361377912855495
1992,Maturity,CHA,Chad,0,6,2,7,573.0,0.0,0.0,0.0,0.0,0.0,1.4103999999999999,0.8038290264690082,5.333992395002528,0.1952244938746078
1996,Maturity,CHA,Chad,0,4,1,4,604.0,0.0,0.0,0.0,0.0,0.0,1.7828999999999997,0.8560545879058464,5.333992395002528,0.14325090871414461
2000,Maturity,CHA,Chad,0,2,1,3,667.0,0.0,0.0,0.0,0.0,0.0,2.5961,0.9306101601331909,5.333992395002528,0.06905504990980614
2004,Maturity,CHA,Chad,0,1,1,1,669.0,0.0,0.0,0.0,0.0,0.0,3.0027,0.9526959548619061,5.333992395002528,0.04707581404160707
2008,Maturity,CHA,Chad,0,2,1,2,673.0,0.0,0.0,0.0,0.0,0.0,2.5961,0.9306101601331909,5.333992395002528,0.06905504990980614
2012,Maturity,CHA,Chad,0,2,2,2,670.0,0.0,0.0,0.0,0.0,0.0,3.0367999999999995,0.9542092114897665,5.333992395002528,0.04556985852760353
2016,Maturity,CHA,Chad,0,2,1,2,682.0,0.0,0.0,0.0,0.0,0.0,2.5961,0.9306101601331909,5.333992395002528,0.06905504990980614
2020,Maturity,CHA,Chad,0,3,3,3,761.0,0.0,0.0,0.0,0.0,0.0,3.0709,0.9556763112387718,5.333992395002528,0.04410983719617096
2024,Maturity,CHA,Chad,0,3,3,3,738.0,0.0,0.0,0.0,0.0,0.0,3.0709,0.9556763112387718,5.333992395002528,0.04410983719617096
1996,Maturity,COM,Comoros,0,4,1,4,604.0,0.0,0.0,0.0,0.0,0.0,1.7828999999999997,0.8560545879058464,5.333992395002528,0.14325090871414461
2000,Maturity,COM,Comoros,0,2,1,2,667.0,0.0,0.0,0.0,0.0,0.0,2.5961,0.9306101601331909,5.333992395002528,0.06905504990980614
2004,Maturity,COM,Comoros,0,3,2,3,669.0,0.0,0.0,0.0,0.0,0.0,2.6302,0.9327800907762442,5.333992395002528,0.06689558868112354
2008,Maturity,COM,Comoros,0,3,2,3,673.0,0.0,0.0,0.0,0.0,0.0,2.6302,0.9327800907762442,5.333992395002528,0.06689558868112354
2012,Maturity,COM,Comoros,0,3,2,3,670.0,0.0,0.0,0.0,0.0,0.0,2.6302,0.9327800907762442,5.333992395002528,0.06689558868112354
2016,Maturity,COM,Comoros,0,4,2,4,682.0,0.0,0.0,0.0,0.0,0.0,2.2236,0.9023488708878078,5.333992395002528,0.09717998495939524
2020,Maturity,COM,Comoros,0,3,2,3,761.0,0.0,0.0,0.0,0.0,0.0,2.6302,0.9327800907762442,5.333992395002528,0.06689558868112354
2024,Maturity,COM,Comoros,0,4,3,5,738.0,0.0,0.0,0.0,0.0,0.0,2.6643,0.9348869120799613,5.333992395002528,0.06479893230378528
1964,Formation,CGO,Congo (Brazzaville),0,2,1,2,370.0,0.0,0.0,0.0,0.0,0.0,2.5961,0.9306101601331909,5.333992395002528,0.06905504990980614
1972,Formation,CGO,Congo (Brazzaville),0,6,1,5,439.0,0.0,0.0,0.0,0.0,0.0,0.9696999999999999,0.7250596973880862,5.333992395002528,0.27361377912855495
1980,Formation,CGO,Congo (Brazzaville),0,23,3,8,454.0,0.0,0.0,0.0,0.0,0.0,-5.061100000000001,0.006298658662896882,5.333992395002528,0.9889069617855919
1984,Formation,CGO,Congo (Brazzaville),0,9,2,10,492.0,0.0,0.0,0.0,0.0,0.0,0.19059999999999966,0.5475062682684024,5.333992395002528,0.45031055394532044
1988,Formation,CGO,Congo (Brazzaville),0,7,1,7,528.0,0.0,0.0,0.0,0.0,0.0,0.5630999999999998,0.637169516607518,5.333992395002528,0.36107991007847084
1992,Maturity,CGO,Congo (Brazzaville),0,7,2,7,573.0,0.0,0.0,0.0,0.0,0.0,1.0037999999999998,0.7318050476613928,5.333992395002528,0.26690097361298676
1996,Maturity,CGO,Congo (Brazzaville),0,5,3,5,604.0,0.0,0.0,0.0,0.0,0.0,2.2577,0.9053126549625738,5.333992395002528,0.09423050045852735
2000,Maturity,CGO,Congo (Brazzaville),0,5,3,5,667.0,0.0,0.0,0.0,0.0,0.0,2.2577,0.9053126549625738,5.333992395002528,0.09423050045852735
2004,Maturity,CGO,Congo (Brazzaville),0,5,4,5,669.0,0.0,0.0,0.0,0.0,0.0,2.6984,0.9369321655598715,5.333992395002528,0.06276354669971854
2008,Maturity,CGO,Congo (Brazzaville),0,5,3,5,673.0,0.0,0.0,0.0,0.0,0.0,2.2577,0.9053126549625738,5.333992395002528,0.09423050045852735
2012,Maturity,CGO,Congo (Brazzaville),0,7,3,6,670.0,0.0,0.0,0.0,0.0,0.0,1.4444999999999997,0.8091505351217405,5.333992395002528,0.18992866027252356
2016,Maturity,CGO,Congo (Brazzaville),0,10,5,9,682.0,0.0,0.0,0.0,0.0,0.0,1.1061,0.751401316164842,5.333992395002528,0.24739925258078527
2020,Maturity,CGO,Congo (Brazzaville),0,3,2,3,761.0,0.0,0.0,0.0,0.0,0.0,2.6302,0.9327800907762442,5.333992395002528,0.06689558868112354
2024,Maturity,CGO,Congo (Brazzaville),0,4,3,4,738.0,0.0,0.0,0.0,0.0,0.0,2.6643,0.9348869120799613,5.333992395002528,0.06479893230378528
1968,Formation,COD,Congo (Kinshasa),0,5,1,2,386.0,0.0,0.0,0.0,0.0,0.0,1.3763,0.7983961066045667,5.333992395002528,0.2006312011550268
1984,Formation,COD,Congo (Kinshasa),0,8,2,9,492.0,0.0,0.0,0.0,0.0,0.0,0.5971999999999997,0.6450154494056656,5.333992395002528,0.3532718320946474
1988,Formation,COD,Congo (Kinshasa),0,15,3,15,528.0,0.0,0.0,0.0,0.0,0.0,-1.8083000000000005,0.1408437116538336,5.333992395002528,0.8550110576122957
1992,Maturity,COD,Congo (Kinshasa),0,17,4,14,573.0,0.0,0.0,0.0,0.0,0.0,-2.1808000000000005,0.10148795411735502,5.333992395002528,0.8941769327049072
1996,Maturity,COD,Congo (Kinshasa),0,14,2,2,604.0,0.0,0.0,0.0,0.0,0.0,-1.8424000000000003,0.1367676959801592,5.333992395002528,0.8590674074513933
2000,Maturity,COD,Congo (Kinshasa),0,2,1,3,667.0,0.0,0.0,0.0,0.0,0.0,2.5961,0.9306101601331909,5.333992395002528,0.06905504990980614
2004,Maturity,COD,Congo (Kinshasa),0,4,2,4,669.0,0.0,0.0,0.0,0.0,0.0,2.2236,0.9023488708878078,5.333992395002528,0.09717998495939524
2008,Maturity,COD,Congo (Kinshasa),0,5,4,5,673.0,0.0,0.0,0.0,0.0,0.0,2.6984,0.9369321655598715,5.333992395002528,0.06276354669971854
2012,Maturity,COD,Congo (Kinshasa),0,4,3,4,670.0,0.0,0.0,0.0,0.0,0.0,2.6643,0.9348869120799613,5.333992395002528,0.06479893230378528
2016,Maturity,COD,Congo (Kinshasa),0,4,3,4,682.0,0.0,0.0,0.0,0.0,0.0,2.6643,0.9348869120799613,5.333992395002528,0.06479893230378528
2020,Maturity,COD,Congo (Kinshasa),0,7,4,7,761.0,0.0,0.0,0.0,0.0,0.0,1.8851999999999998,0.8682072682536348,5.333992395002528,0.1311568622432886
2024,Maturity,COD,Congo (Kinshasa),0,6,4,6,738.0,0.0,0.0,0.0,0.0,0.0,2.2918,0.90819563775754,5.333992395002528,0.09136142738993933
1988,Formation,COK,Cook Islands,0,7,3,8,528.0,0.0,0.0,0.0,0.0,0.0,1.4444999999999997,0.8091505351217405,5.333992395002528,0.18992866027252356
1992,Maturity,COK,Cook Islands,0,2,2,2,573.0,0.0,0.0,0.0,0.0,0.0,3.0367999999999995,0.9542092114897665,5.333992395002528,0.04556985852760353
1996,Maturity,COK,Cook Islands,0,3,3,3,604.0,0.0,0.0,0.0,0.0,0.0,3.0709,0.9556763112387718,5.333992395002528,0.04410983719617096
2000,Maturity,COK,Cook Islands,0,2,2,2,667.0,0.0,0.0,0.0,0.0,0.0,3.0367999999999995,0.9542092114897665,5.333992395002528,0.04556985852760353
2004,Maturity,COK,Cook Islands,0,3,2,3,669.0,0.0,0.0,0.0,0.0,0.0,2.6302,0.9327800907762442,5.333992395002528,0.06689558868112354
2008,Maturity,COK,Cook Islands,0,4,3,4,673.0,0.0,0.0,0.0,0.0,0.0,2.6643,0.9348869120799613,5.333992395002528,0.06479893230378528
2012,Maturity,COK,Cook Islands,0,8,5,9,670.0,0.0,0.0,0.0,0.0,0.0,1.9192999999999998,0.8720603542543337,5.333992395002528,0.12732236649296322
2016,Maturity,COK,Cook Islands,0,9,5,9,682.0,0.0,0.0,0.0,0.0,0.0,1.5126999999999997,0.8194610020502738,5.333992395002528,0.17966793896649505
2020,Maturity,COK,Cook Islands,0,6,4,9,761.0,0.0,0.0,0.0,0.0,0.0,2.2918,0.90819563775754,5.333992395002528,0.09136142738993933
2024,Maturity,COK,Cook Islands,0,2,2,2,738.0,0.0,0.0,0.0,0.0,0.0,3.0367999999999995,0.9542092114897665,5.333992395002528,0.04556985852760353
1932,Early,ESA,El Salvador,0,1,1,1,268.0,0.0,0.0,0.0,0.0,0.0,3.0027,0.9526959548619061,5.333992395002528,0.04707581404160707
1968,Formation,ESA,El Salvador,0,60,7,48,386.0,0.0,0.0,0.0,0.0,0.0,-18.3425,1.081318071020239e-08,5.333992395002528,0.9951752201136312
1972,Formation,ESA,El Salvador,0,11,2,12,439.0,0.0,0.0,0.0,0.0,0.0,-0.6226,0.3491903532154106,5.333992395002528,0.6476696404942972
1984,Formation,ESA,El Salvador,0,10,5,15,492.0,0.0,0.0,0.0,0.0,0.0,1.1061,0.751401316164842,5.333992395002528,0.24739925258078527
1988,Formation,ESA,El Salvador,0,6,4,7,528.0,0.0,0.0,0.0,0.0,0.0,2.2918,0.90819563775754,5.333992395002528,0.09136142738993933
1992,Maturity,ESA,El Salvador,0,4,3,6,573.0,0.0,0.0,0.0,0.0,0.0,2.6643,0.9348869120799613,5.333992395002528,0.06479893230378528
1996,Maturity,ESA,El Salvador,0,8,5,10,604.0,0.0,0.0,0.0,0.0,0.0,1.9192999999999998,0.8720603542543337,5.333992395002528,0.12732236649296322
2000,Maturity,ESA,El Salvador,0,8,7,10,667.0,0.0,0.0,0.0,0.0,0.0,2.8006999999999995,0.9427136390620782,5.333992395002528,0.057009967472364365
2004,Maturity,ESA,El Salvador,0,7,6,9,669.0,0.0,0.0,0.0,0.0,0.0,2.7665999999999995,0.9408440377098902,5.333992395002528,0.05887054842967154
2008,Maturity,ESA,El Salvador,0,11,9,14,673.0,0.0,0.0,0.0,0.0,0.0,2.4623,0.9214562858499168,5.333992395002528,0.07816475886306086
2012,Maturity,ESA,El Salvador,0,10,7,11,670.0,0.0,0.0,0.0,0.0,0.0,1.9874999999999998,0.8794783984642804,5.333992395002528,0.11994011263369118
2016,Maturity,ESA,El Salvador,0,8,6,10,682.0,0.0,0.0,0.0,0.0,0.0,2.3599999999999994,0.9137258055040833,5.333992395002528,0.08585794142599754
2020,Maturity,ESA,El Salvador,0,5,4,7,761.0,0.0,0.0,0.0,0.0,0.0,2.6984,0.9369321655598715,5.333992395002528,0.06276354669971854
2024,Maturity,ESA,El Salvador,0,8,7,9,738.0,0.0,0.0,0.0,0.0,0.0,2.8006999999999995,0.9427136390620782,5.333992395002528,0.057009967472364365
1984,Formation,GEQ,Equatorial Guinea,0,4,1,5,492.0,0.0,0.0,0.0,0.0,0.0,1.7828999999999997,0.8560545879058464,5.333992395002528,0.14325090871414461
1988,Formation,GEQ,Equatorial Guinea,0,6,1,7,528.0,0.0,0.0,0.0,0.0,0.0,0.9696999999999999,0.7250596973880862,5.333992395002528,0.27361377912855495
1992,Maturity,GEQ,Equatorial Guinea,0,7,1,8,573.0,0.0,0.0,0.0,0.0,0.0,0.5630999999999998,0.637169516607518,5.333992395002528,0.36107991007847084
1996,Maturity,GEQ,Equatorial Guinea,0,5,1,5,604.0,0.0,0.0,0.0,0.0,0.0,1.3763,0.7983961066045667,5.333992395002528,0.2006312011550268
2000,Maturity,GEQ,Equatorial Guinea,0,4,2,4,667.0,0.0,0.0,0.0,0.0,0.0,2.2236,0.9023488708878078,5.333992395002528,0.09717998495939524
2004,Maturity,GEQ,Equatorial Guinea,0,2,1,2,669.0,0.0,0.0,0.0,0.0,0.0,2.5961,0.9306101601331909,5.333992395002528,0.06905504990980614
2008,Maturity,GEQ,Equatorial Guinea,0,3,2,3,673.0,0.0,0.0,0.0,0.0,0.0,2.6302,0.9327800907762442,5.333992395002528,0.06689558868112354
2012,Maturity,GEQ,Equatorial Guinea,0,2,1,2,670.0,0.0,0.0,0.0,0.0,0.0,2.5961,0.9306101601331909,5.333992395002528,0.06905504990980614
2016,Maturity,GEQ,Equatorial Guinea,0,1,1,1,682.0,0.0,0.0,0.0,0.0,0.0,3.0027,0.9526959548619061,5.333992395002528,0.04707581404160707
2020,Maturity,GEQ,Equatorial Guinea,0,3,2,3,761.0,0.0,0.0,0.0,0.0,0.0,2.6302,0.9327800907762442,5.333992395002528,0.06689558868112354
2024,Maturity,GEQ,Equatorial Guinea,0,3,2,3,738.0,0.0,0.0,0.0,0.0,0.0,2.6302,0.9327800907762442,5.333992395002528,0.06689558868112354
2000,Maturity,FSM,Federated States of Micronesia,0,5,3,5,667.0,0.0,0.0,0.0,0.0,0.0,2.2577,0.9053126549625738,5.333992395002528,0.09423050045852735
2004,Maturity,FSM,Federated States of Micronesia,0,5,3,5,669.0,0.0,0.0,0.0,0.0,0.0,2.2577,0.9053126549625738,5.333992395002528,0.09423050045852735
2008,Maturity,FSM,Federated States of Micronesia,0,5,3,5,673.0,0.0,0.0,0.0,0.0,0.0,2.2577,0.9053126549625738,5.333992395002528,0.09423050045852735
2012,Maturity,FSM,Federated States of Micronesia,0,6,4,6,670.0,0.0,0.0,0.0,0.0,0.0,2.2918,0.90819563775754,5.333992395002528,0.09136142738993933
2016,Maturity,FSM,Federated States of Micronesia,0,5,3,5,682.0,0.0,0.0,0.0,0.0,0.0,2.2577,0.9053126549625738,5.333992395002528,0.09423050045852735
2020,Maturity,FSM,Federated States of Micronesia,0,3,2,3,761.0,0.0,0.0,0.0,0.0,0.0,2.6302,0.9327800907762442,5.333992395002528,0.06689558868112354
2024,Maturity,FSM,Federated States of Micronesia,0,3,2,3,738.0,0.0,0.0,0.0,0.0,0.0,2.6302,0.9327800907762442,5.333992395002528,0.06689558868112354
1984,Formation,GAM,Gambia,0,10,1,9,492.0,0.0,0.0,0.0,0.0,0.0,-0.6567,0.3414812999013426,5.333992395002528,0.6553414994059498
1988,Formation,GAM,Gambia,0,6,2,6,528.0,0.0,0.0,0.0,0.0,0.0,1.4103999999999999,0.8038290264690082,5.333992395002528,0.1952244938746078
1992,Maturity,GAM,Gambia,0,5,1,5,573.0,0.0,0.0,0.0,0.0,0.0,1.3763,0.7983961066045667,5.333992395002528,0.2006312011550268
1996,Maturity,GAM,Gambia,0,9,1,6,604.0,0.0,0.0,0.0,0.0,0.0,-0.2501000000000003,0.43779888585898513,5.333992395002528,0.5594886235632648
2000,Maturity,GAM,Gambia,0,2,1,2,667.0,0.0,0.0,0.0,0.0,0.0,2.5961,0.9306101601331909,5.333992395002528,0.06905504990980614
2004,Maturity,GAM,Gambia,0,2,1,3,669.0,0.0,0.0,0.0,0.0,0.0,2.5961,0.9306101601331909,5.333992395002528,0.06905504990980614
2008,Maturity,GAM,Gambia,0,3,2,3,673.0,0.0,0.0,0.0,0.0,0.0,2.6302,0.9327800907762442,5.333992395002528,0.06689558868112354
2012,Maturity,GAM,Gambia,0,2,1,2,670.0,0.0,0.0,0.0,0.0,0.0,2.5961,0.9306101601331909,5.333992395002528,0.06905504990980614
2016,Maturity,GAM,Gambia,0,4,3,4,682.0,0.0,0.0,0.0,0.0,0.0,2.6643,0.9348869120799613,5.333992395002528,0.06479893230378528
2020,Maturity,GAM,Gambia,0,4,3,5,761.0,0.0,0.0,0.0,0.0,0.0,2.6643,0.9348869120799613,5.333992395002528,0.06479893230378528
2024,Maturity,GAM,Gambia,0,7,4,8,738.0,0.0,0.0,0.0,0.0,0.0,1.8851999999999998,0.8682072682536348,5.333992395002528,0.1311568622432886
1988,Formation,GUM,Guam,0,19,7,22,528.0,0.0,0.0,0.0,0.0,0.0,-1.6719000000000004,0.15817102389620696,5.333992395002528,0.8377673456510548
1992,Maturity,GUM,Guam,0,22,8,27,573.0,0.0,0.0,0.0,0.0,0.0,-2.4509999999999996,0.07936545186589647,5.333992395002528,0.9161926989905271
1996,Maturity,GUM,Guam,0,8,4,9,604.0,0.0,0.0,0.0,0.0,0.0,1.4785999999999997,0.8143610258444147,5.333992395002528,0.18474330896461608
2000,Maturity,GUM,Guam,0,7,5,7,667.0,0.0,0.0,0.0,0.0,0.0,2.3259,0.9109994707531521,5.333992395002528,0.08857112224119706
2004,Maturity,GUM,Guam,0,4,3,4,669.0,0.0,0.0,0.0,0.0,0.0,2.6643,0.9348869120799613,5.333992395002528,0.06479893230378528
2008,Maturity,GUM,Guam,0,6,5,7,673.0,0.0,0.0,0.0,0.0,0.0,2.7325,0.9389173734549439,5.333992395002528,0.06078791697440571
2012,Maturity,GUM,Guam,0,8,5,8,670.0,0.0,0.0,0.0,0.0,0.0,1.9192999999999998,0.8720603542543337,5.333992395002528,0.12732236649296322
2016,Maturity,GUM,Guam,0,5,3,5,682.0,0.0,0.0,0.0,0.0,0.0,2.2577,0.9053126549625738,5.333992395002528,0.09423050045852735
2020,Maturity,GUM,Guam,0,5,4,5,761.0,0.0,0.0,0.0,0.0,0.0,2.6984,0.9369321655598715,5.333992395002528,0.06276354669971854
2024,Maturity,GUM,Guam,0,7,6,9,738.0,0.0,0.0,0.0,0.0,0.0,2.7665999999999995,0.9408440377098902,5.333992395002528,0.05887054842967154
1968,Formation,GUI,Guinea,0,14,1,1,386.0,0.0,0.0,0.0,0.0,0.0,-2.2831,0.09253231683296738,5.333992395002528,0.9030893611070272
1980,Formation,GUI,Guinea,0,9,3,10,454.0,0.0,0.0,0.0,0.0,0.0,0.6312999999999995,0.6527841747816018,5.333992395002528,0.3455405890250484
1984,Formation,GUI,Guinea,0,1,1,1,492.0,0.0,0.0,0.0,0.0,0.0,3.0027,0.9526959548619061,5.333992395002528,0.04707581404160707
1988,Formation,GUI,Guinea,0,6,3,7,528.0,0.0,0.0,0.0,0.0,0.0,1.8510999999999997,0.8642562038660018,5.333992395002528,0.13508886365745187
1992,Maturity,GUI,Guinea,0,8,2,11,573.0,0.0,0.0,0.0,0.0,0.0,0.5971999999999997,0.6450154494056656,5.333992395002528,0.3532718320946474
1996,Maturity,GUI,Guinea,0,5,2,5,604.0,0.0,0.0,0.0,0.0,0.0,1.817,0.860205761297488,5.333992395002528,0.139119763775717
2000,Maturity,GUI,Guinea,0,6,4,6,667.0,0.0,0.0,0.0,0.0,0.0,2.2918,0.90819563775754,5.333992395002528,0.09136142738993933
2004,Maturity,GUI,Guinea,0,3,3,4,669.0,0.0,0.0,0.0,0.0,0.0,3.0709,0.9556763112387718,5.333992395002528,0.04410983719617096
2008,Maturity,GUI,Guinea,0,5,3,5,673.0,0.0,0.0,0.0,0.0,0.0,2.2577,0.9053126549625738,5.333992395002528,0.09423050045852735
2012,Maturity,GUI,Guinea,0,4,3,4,670.0,0.0,0.0,0.0,0.0,0.0,2.6643,0.9348869120799613,5.333992395002528,0.06479893230378528
2016,Maturity,GUI,Guinea,0,5,3,5,682.0,0.0,0.0,0.0,0.0,0.0,2.2577,0.9053126549625738,5.333992395002528,0.09423050045852735
2020,Maturity,GUI,Guinea,0,5,4,5,761.0,0.0,0.0,0.0,0.0,0.0,2.6984,0.9369321655598715,5.333992395002528,0.06276354669971854
2024,Maturity,GUI,Guinea,0,25,5,7,738.0,0.0,0.0,0.0,0.0,0.0,-4.992900000000001,0.006740217829340701,5.333992395002528,0.9884675330401813
1996,Maturity,GBS,Guinea Bissau,0,3,2,3,604.0,0.0,0.0,0.0,0.0,0.0,2.6302,0.9327800907762442,5.333992395002528,0.06689558868112354
2000,Maturity,GBS,Guinea Bissau,0,3,2,3,667.0,0.0,0.0,0.0,0.0,0.0,2.6302,0.9327800907762442,5.333992395002528,0.06689558868112354
2004,Maturity,GBS,Guinea Bissau,0,3,2,3,669.0,0.0,0.0,0.0,0.0,0.0,2.6302,0.9327800907762442,5.333992395002528,0.06689558868112354
2008,Maturity,GBS,Guinea Bissau,0,3,2,3,673.0,0.0,0.0,0.0,0.0,0.0,2.6302,0.9327800907762442,5.333992395002528,0.06689558868112354
2012,Maturity,GBS,Guinea Bissau,0,4,2,4,670.0,0.0,0.0,0.0,0.0,0.0,2.2236,0.9023488708878078,5.333992395002528,0.09717998495939524
2016,Maturity,GBS,Guinea Bissau,0,5,3,5,682.0,0.0,0.0,0.0,0.0,0.0,2.2577,0.9053126549625738,5.333992395002528,0.09423050045852735
2020,Maturity,GBS,Guinea Bissau,0,4,3,4,761.0,0.0,0.0,0.0,0.0,0.0,2.6643,0.9348869120799613,5.333992395002528,0.06479893230378528
2024,Maturity,GBS,Guinea Bissau,0,6,5,6,738.0,0.0,0.0,0.0,0.0,0.0,2.7325,0.9389173734549439,5.333992395002528,0.06078791697440571
1968,Formation,HON,Honduras,0,6,1,4,386.0,0.0,0.0,0.0,0.0,0.0,0.9696999999999999,0.7250596973880862,5.333992395002528,0.27361377912855495
1976,Formation,HON,Honduras,0,3,1,2,444.0,0.0,0.0,0.0,0.0,0.0,2.1895,0.899302636772851,5.333992395002528,0.10021152169804554
1984,Formation,HON,Honduras,0,10,3,20,492.0,0.0,0.0,0.0,0.0,0.0,0.2246999999999999,0.5559398305674393,5.333992395002528,0.4419176816372807
1988,Formation,HON,Honduras,0,8,3,15,528.0,0.0,0.0,0.0,0.0,0.0,1.0378999999999996,0.7384446064742182,5.333992395002528,0.2602934491385275
1992,Maturity,HON,Honduras,0,10,4,25,573.0,0.0,0.0,0.0,0.0,0.0,0.6654,0.6604723782824262,5.333992395002528,0.3378894793311042
1996,Maturity,HON,Honduras,0,7,4,7,604.0,0.0,0.0,0.0,0.0,0.0,1.8851999999999998,0.8682072682536348,5.333992395002528,0.1311568622432886
2000,Maturity,HON,Honduras,0,20,3,4,667.0,0.0,0.0,0.0,0.0,0.0,-3.8412999999999995,0.021014585495843285,5.333992395002528,0.9742620359020803
2004,Maturity,HON,Honduras,0,5,4,5,669.0,0.0,0.0,0.0,0.0,0.0,2.6984,0.9369321655598715,5.333992395002528,0.06276354669971854
2008,Maturity,HON,Honduras,0,25,5,8,673.0,0.0,0.0,0.0,0.0,0.0,-4.992900000000001,0.006740217829340701,5.333992395002528,0.9884675330401813
2012,Maturity,HON,Honduras,0,25,8,10,670.0,0.0,0.0,0.0,0.0,0.0,-3.6708000000000007,0.024824170432506655,5.333992395002528,0.9704708313331997
2016,Maturity,HON,Honduras,0,23,7,8,682.0,0.0,0.0,0.0,0.0,0.0,-3.2983000000000007,0.035629555335880754,5.333992395002528,0.959717579917295
2020,Maturity,HON,Honduras,0,27,5,7,761.0,0.0,0.0,0.0,0.0,0.0,-5.806100000000001,0.0030001150997508324,5.333992395002528,0.9921895906375958
2024,Maturity,HON,Honduras,0,4,3,4,738.0,0.0,0.0,0.0,0.0,0.0,2.6643,0.9348869120799613,5.333992395002528,0.06479893230378528
2004,Maturity,KIR,Kiribati,0,3,2,3,669.0,0.0,0.0,0.0,0.0,0.0,2.6302,0.9327800907762442,5.333992395002528,0.06689558868112354
2008,Maturity,KIR,Kiribati,0,2,2,2,673.0,0.0,0.0,0.0,0.0,0.0,3.0367999999999995,0.9542092114897665,5.333992395002528,0.04556985852760353
2012,Maturity,KIR,Kiribati,0,3,2,3,670.0,0.0,0.0,0.0,0.0,0.0,2.6302,0.9327800907762442,5.333992395002528,0.06689558868112354
2016,Maturity,KIR,Kiribati,0,3,2,3,682.0,0.0,0.0,0.0,0.0,0.0,2.6302,0.9327800907762442,5.333992395002528,0.06689558868112354
2020,Maturity,KIR,Kiribati,0,3,3,3,761.0,0.0,0.0,0.0,0.0,0.0,3.0709,0.9556763112387718,5.333992395002528,0.04410983719617096
